piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	SID	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus
A-MCAU_RE1755-135	1: 4/4	1: 0	10	10	40.0	10	10	40.0	80.0	79	41	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Hüter, wird die Nacht der Sünden						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Hüter, wird die Nacht der Sünden	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-135.mscx	False	40-76 (E2-E5)	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-136_SID053	1: 4/4	1: -1	13	13	52.0	18	18	72.0	88.0	79	42	0	0	0	53	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ich danke dir, mein Gott						2021-03-10	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ich danke dir, mein Gott	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-136_SID053.mscx	False	41-74 (F2-D5)	Piano	64-74 (E4-D5)	Piano	41-58 (F2-Bb3)
A-MCAU_RE1755-137	1: 3/4	1: -1	17	17	49.0	17	17	49.0	98.0	68	37	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ich Erde, was erkühn ich mich						2022-06-21	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ich Erde, was erkühn ich mich	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-137.mscx	False	41-76 (F2-E5)	Piano	62-76 (D4-E5)	Piano	41-57 (F2-A3)
A-MCAU_RE1755-138_SID040	1: 4/4	1: 0	12	12	48.0	12	12	48.0	82.0	73	37	0	0	0	40	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ich hab mein Sach Gott heimgestellt						2021-03-03	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ich hab mein Sach Gott heimgestellt	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-138_SID040.mscx	False	43-74 (G2-D5)	Piano	66-74 (F#4-D5)	Piano	43-55 (G2-G3)
A-MCAU_RE1755-139_SID083	1: 4/4	1: -2	13	13	52.0	13	13	52.0	92.0	79	41	0	0	0	83	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ich liebe Gott, und will ein Spott						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ich liebe Gott, und will ein Spott	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-139_SID083.mscx	False	41-74 (F2-D5)	Piano	67-74 (G4-D5)	Piano	41-55 (F2-G3)
A-MCAU_RE1755-140_SID048	1: 4/4	1: -1	12	12	48.0	12	12	48.0	82.0	81	45	0	0	0	48	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ich singe dir mit Herz und Mund						2021-03-10	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ich singe dir mit Herz und Mund	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-140_SID048.mscx	False	41-74 (F2-D5)	Piano	65-74 (F4-D5)	Piano	41-55 (F2-G3)
A-MCAU_RE1755-141	1: 4/4	1: -1	13	13	52.0	13	13	52.0	92.0	79	42	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Ich steh in Angst und Pein						2022-08-01	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Ich steh in Angst und Pein	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-141.mscx	False	41-74 (F2-D5)	Piano	65-74 (F4-D5)	Piano	41-55 (F2-G3)
A-MCAU_RE1755-142	1: 4/4	1: -2	9	9	36.0	9	9	36.0	72.0	75	38	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Jesu, gieb mir deine Fülle						2022-07-15	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Jesu, gieb mir deine Fülle	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-142.mscx	False	38-74 (D2-D5)	Piano	66-74 (F#4-D5)	Piano	38-58 (D2-Bb3)
A-MCAU_RE1755-143	1: 4/4	1: 2	7	7	28.0	7	7	28.0	52.0	50	26	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Jesu, laß mich mit Verlangen						2022-07-15	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Jesu, laß mich mit Verlangen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-143.mscx	False	45-76 (A2-E5)	Piano	62-76 (D4-E5)	Piano	45-52 (A2-E3)
A-MCAU_RE1755-144	1: 4/4	1: -2	12	12	48.0	19	19	76.0	92.0	84	44	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Jesu, o du Trost derr Seelen						2022-07-15	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Jesu, o du Trost derr Seelen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-144.mscx	False	41-75 (F2-Eb5)	Piano	67-75 (G4-Eb5)	Piano	41-58 (F2-Bb3)
A-MCAU_RE1755-145	1: 4/4	1: 3	13	13	52.0	13	13	52.0	104.0	91	46	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Jesu, wahres Lebens=Brod						2022-07-15	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Jesu, wahres Lebens=Brod	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-145.mscx	False	42-74 (F#2-D5)	Piano	64-74 (E4-D5)	Piano	42-57 (F#2-A3)
A-MCAU_RE1755-146_SID044	1: 4/4	1: 0	11	11	44.0	11	11	44.0	82.0	66	34	0	0	0	44	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Jesus Christus unser Heiland, der den						2021-03-03	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Jesus Christus unser Heiland, der den	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-146_SID044.mscx	False	43-72 (G2-C5)	Piano	64-72 (E4-C5)	Piano	43-57 (G2-A3)
A-MCAU_RE1755-147	1: 4/4	1: 0	13	13	52.0	18	18	72.0	100.0	96	50	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Jesus ist das schönste Licht						2022-07-15	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Jesus ist das schönste Licht	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-147.mscx	False	40-76 (E2-E5)	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-148	1: 3/4	1: 0	23	23	69.0	23	23	69.0	138.0	112	58	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Jesu, wie sanft und wie so leichte						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Jesu, wie sanft und wie so leichte	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-148.mscx	False	40-76 (E2-E5)	Piano	64-76 (E4-E5)	Piano	40-57 (E2-A3)
A-MCAU_RE1755-149	1: 4/4	1: 1	14	14	56.0	20	20	80.0	108.0	108	62	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Immanuel, des Güte nicht zu						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Immanuel, des Güte nicht zu	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-149.mscx	False	38-76 (D2-E5)	Piano	64-76 (E4-E5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-150	1: 4/4	1: 1	12	12	48.0	12	12	48.0	92.0	85	44	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Jesus Christus unser Heiland, der von						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Jesus Christus unser Heiland, der von	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-150.mscx	False	43-76 (G2-E5)	Piano	64-76 (E4-E5)	Piano	43-55 (G2-G3)
A-MCAU_RE1755-151_SID045	1: 4/4	1: 1	26	26	104.0	26	26	104.0	186.0	175	92	0	0	0	45	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Komm heiliger Geist. Herre Gott						2021-03-03	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Komm heiliger Geist. Herre Gott	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-151_SID045.mscx	False	38-76 (D2-E5)	Piano	62-76 (D4-E5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-152	1: 4/4	1: 2	13	13	52.0	20	20	80.0	92.0	85	44	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		O süßes Wort, das Gott nach langen						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	O süßes Wort, das Gott nach langen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-152.mscx	False	42-76 (F#2-E5)	Piano	66-76 (F#4-E5)	Piano	42-59 (F#2-B3)
A-MCAU_RE1755-153	1: 4/4	1: 0	38	38	152.0	38	38	152.0	290.0	259	135	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Kyrie! Gott Vater in Ewigkeit						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Kyrie! Gott Vater in Ewigkeit	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-153.mscx	False	41-74 (F2-D5)	Piano	62-74 (D4-D5)	Piano	41-55 (F2-G3)
A-MCAU_RE1755-154	1: 4/4	1: -2	10	10	40.0	15	15	60.0	72.0	75	39	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Mein Jesu, hier sind seine Brüder						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Mein Jesu, hier sind seine Brüder	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-154.mscx	False	41-75 (F2-Eb5)	Piano	62-75 (D4-Eb5)	Piano	41-55 (F2-G3)
A-MCAU_RE1755-155	1: 4/4	1: 1	8	8	32.0	8	8	32.0	64.0	51	26	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Meine Seel erhebt den Herren						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Meine Seel erhebt den Herren	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-155.mscx	False	43-74 (G2-D5)	Piano	64-74 (E4-D5)	Piano	43-57 (G2-A3)
A-MCAU_RE1755-156	1: 4/4	1: 1	18	18	72.0	27	27	108.0	124.0	115	60	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Mein Abba! deßen treu						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Mein Abba! deßen treu	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-156.mscx	False	38-76 (D2-E5)	Piano	62-76 (D4-E5)	Piano	38-57 (D2-A3)
A-MCAU_RE1755-157	1: 4/4	1: -2	19	19	76.0	19	19	76.0	140.0	114	59	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Lobet den Herrn denn er						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Lobet den Herrn denn er	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-157.mscx	False	43-74 (G2-D5)	Piano	66-74 (F#4-D5)	Piano	43-57 (G2-A3)
A-MCAU_RE1755-158	1: 4/4	1: -2	8	8	32.0	12	12	48.0	64.0	59	31	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Meine Seel ist still zu Gott, zu dem						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Meine Seel ist still zu Gott, zu dem	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-158.mscx	False	43-77 (G2-F5)	Piano	66-77 (F#4-F5)	Piano	43-55 (G2-G3)
A-MCAU_RE1755-159	1: 3/4	1: -2	15	15	42.0	15	15	42.0	84.0	68	40	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Mein Gott, das Hertz ich bringe dir						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Mein Gott, das Hertz ich bringe dir	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-159.mscx	False	42-75 (F#2-Eb5)	Piano	62-75 (D4-Eb5)	Piano	42-57 (F#2-A3)
A-MCAU_RE1755-160_SID049	1: 4/4	1: 0	22	22	88.0	28	28	112.0	156.0	148	78	0	0	0	49	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Mein Heiland, nimmt die Sünder an						2021-03-10	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Mein Heiland, nimmt die Sünder an	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-160_SID049.mscx	False	42-76 (F#2-E5)	Piano	60-76 (C4-E5)	Piano	42-55 (F#2-G3)
A-MCAU_RE1755-161	1: 4/4	1: 0	18	18	69.0	18	18	69.0	120.0	105	53	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Mein Vater zeuge mich						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Mein Vater zeuge mich	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-161.mscx	False	43-76 (G2-E5)	Piano	60-76 (C4-E5)	Piano	43-57 (G2-A3)
A-MCAU_RE1755-162_SID050	1: 4/4	1: 1	13	13	52.0	13	13	52.0	96.0	96	51	0	0	0	50	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Mit Fried und Freud ich						2021-03-10	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Mit Fried und Freud ich	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-162_SID050.mscx	False	42-76 (F#2-E5)	Piano	62-76 (D4-E5)	Piano	42-59 (F#2-B3)
A-MCAU_RE1755-163_SID051	1: 4/4	1: 2	26	26	104.0	30	30	120.0	194.0	177	92	0	0	0	51	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Mitten wir im Leben sind						2021-03-10	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Mitten wir im Leben sind	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-163_SID051.mscx	False	40-76 (E2-E5)	Piano	62-76 (D4-E5)	Piano	40-59 (E2-B3)
A-MCAU_RE1755-164_SID052	1: 4/4	1: 1	13	13	52.0	13	13	52.0	96.0	90	48	0	0	0	52	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Nun bitten wir den heil.						2021-03-10	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Nun bitten wir den heil.	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-164_SID052.mscx	False	38-76 (D2-E5)	Piano	62-76 (D4-E5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-165	1: 4/4	1: -2	13	13	52.0	13	13	52.0	100.0	82	42	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		O was für ein herrlich Weesen						2022-07-25	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	O was für ein herrlich Weesen	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-165.mscx	False	38-77 (D2-F5)	Piano	65-77 (F4-F5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-166_SID056	1: 4/4	1: -2	10	10	40.0	10	10	40.0	72.0	67	35	0	0	0	56	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		Nun laßt uns den Leib begraben						2021-03-15	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	Nun laßt uns den Leib begraben	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-166_SID056.mscx	False	38-75 (D2-Eb5)	Piano	67-75 (G4-Eb5)	Piano	38-55 (D2-G3)
A-MCAU_RE1755-167_SID075	1: 4/4	1: 1	13	13	52.0	18	18	72.0	92.0	79	41	0	0	0	75	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		O auferstandner Sieges-Fürst						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	O auferstandner Sieges-Fürst	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-167_SID075.mscx	False	43-76 (G2-E5)	Piano	62-76 (D4-E5)	Piano	43-55 (G2-G3)
A-MCAU_RE1755-168	1: 4/4	1: 1	8	8	32.0	8	8	32.0	64.0	62	33	0	0	0		1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		O der alles hätt verlohren						2023-07-24	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	O der alles hätt verlohren	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-168.mscx	False	40-74 (E2-D5)	Piano	64-74 (E4-D5)	Piano	40-55 (E2-G3)
A-MCAU_RE1755-169_SID061	1: 4/4	1: 1	14	14	56.0	19	19	76.0	98.0	94	50	0	0	0	61	1755	1755	Johann Balthasar Rein	Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind		O Lamm Gottes unschuldig						2021-04-08	Microsoft Windows			Vierstimmig Choralbuch, worinnen alle Melodien, des Schleswig-Hollsteinischen Gesangbuchs, enthalten sind	O Lamm Gottes unschuldig	Johann Balthasar Rein	3.6.2	2.5.3	1755_VierstimmigChoralbuch/Analysis-MusiCAU	1755_VierstimmigChoralbuch/Analysis-MusiCAU/A-MCAU_RE1755-169_SID061.mscx	False	42-76 (F#2-E5)	Piano	62-76 (D4-E5)	Piano	42-57 (F#2-A3)
